id,season,city,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,venue
347,2012,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,0,5,G Gambhir,"MA Chidambaram Stadium, Chepauk"
348,2012,Cuttack,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers,13,0,KC Sangakkara,Barabati Stadium
349,2012,Jaipur,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Delhi Daredevils,0,6,P Negi,Sawai Mansingh Stadium
350,2012,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,4,Azhar Mahmood,M Chinnaswamy Stadium
351,2012,Pune,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,1,0,SL Malinga,Subrata Roy Sahara Stadium
352,2012,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,10,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
353,2012,Kolkata,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,7,0,SP Narine,Eden Gardens
354,2012,Chandigarh,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,Rajasthan Royals,43,0,SR Watson,"Punjab Cricket Association Stadium, Mohali"
355,2012,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,2,DR Smith,Wankhede Stadium
356,2012,Bangalore,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,5,AB de Villiers,M Chinnaswamy Stadium
357,2012,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,0,6,JH Kallis,Feroz Shah Kotla
358,2012,Pune,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,0,7,SR Watson,Subrata Roy Sahara Stadium
359,2012,Hyderabad,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Kings XI Punjab,25,0,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal"
360,2012,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,CH Gayle,Wankhede Stadium
361,2012,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,4,BW Hilfenhaus,Sawai Mansingh Stadium
362,2012,Pune,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,35,0,CH Gayle,Subrata Roy Sahara Stadium
363,2012,Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,27,0,RG Sharma,Eden Gardens
364,2012,Chennai,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,9,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk"
365,2012,Jaipur,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Rajasthan Royals,45,0,A Chandila,Sawai Mansingh Stadium
366,2012,Chandigarh,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,Kings XI Punjab,0,4,DJ Hussey,"Punjab Cricket Association Stadium, Mohali"
367,2012,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,5,AT Rayudu,M Chinnaswamy Stadium
368,2012,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,5,MEK Hussey,Eden Gardens
369,2012,Delhi,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,Delhi Daredevils,0,5,UT Yadav,Feroz Shah Kotla
370,2012,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,32,0,SP Narine,Wankhede Stadium
371,2012,Dharamsala,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,6,AC Gilchrist,Himachal Pradesh Cricket Association Stadium
372,2012,Delhi,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore,21,0,CH Gayle,Feroz Shah Kotla
373,2012,Hyderabad,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,Deccan Chargers,0,5,DW Steyn,"Rajiv Gandhi International Stadium, Uppal"
374,2012,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,6,UT Yadav,Himachal Pradesh Cricket Association Stadium
375,2012,Pune,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,34,0,Shakib Al Hasan,Subrata Roy Sahara Stadium
376,2012,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,9,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal"
377,2012,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,0,10,DR Smith,Sawai Mansingh Stadium
378,2012,Pune,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,18,0,YK Pathan,Subrata Roy Sahara Stadium
379,2012,Bangalore,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,38,0,MS Dhoni,M Chinnaswamy Stadium
380,2012,Chennai,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,86,0,M Vijay,"MA Chidambaram Stadium, Chepauk"
381,2012,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,0,5,MS Bisla,"MA Chidambaram Stadium, Chepauk"
382,2013,Kolkata,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens
383,2013,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,2,0,CH Gayle,M Chinnaswamy Stadium
384,2013,Hyderabad,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad,22,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal"
385,2013,Delhi,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Rajasthan Royals,5,0,R Dravid,Feroz Shah Kotla
386,2013,Chennai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,9,0,KA Pollard,"MA Chidambaram Stadium, Chepauk"
387,2013,Pune,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Kings XI Punjab,0,8,M Vohra,Subrata Roy Sahara Stadium
388,2013,Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal"
389,2013,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,19,0,SK Trivedi,Sawai Mansingh Stadium
390,2013,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,44,0,KD Karthik,Wankhede Stadium
391,2013,Chandigarh,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,10,MEK Hussey,"Punjab Cricket Association Stadium, Mohali"
392,2013,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium
393,2013,Pune,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Pune Warriors,0,7,AJ Finch,Subrata Roy Sahara Stadium
394,2013,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad,0,3,A Mishra,Feroz Shah Kotla
395,2013,Mumbai,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,41,0,RG Sharma,Wankhede Stadium
396,2013,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,4,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
397,2013,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,48,0,G Gambhir,Eden Gardens
398,2013,Jaipur,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,6,JP Faulkner,Sawai Mansingh Stadium
399,2013,Chennai,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Pune Warriors,24,0,SPD Smith,"MA Chidambaram Stadium, Chepauk"
400,2013,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,4,0,MS Gony,"Punjab Cricket Association Stadium, Mohali"
401,2013,Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,0,V Kohli,M Chinnaswamy Stadium
402,2013,Pune,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad,11,0,A Mishra,Subrata Roy Sahara Stadium
403,2013,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,87,0,AM Rahane,Sawai Mansingh Stadium
404,2013,Delhi,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,86,0,MEK Hussey,Feroz Shah Kotla
405,2013,Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Sunrisers Hyderabad,0,5,GH Vihari,"Rajiv Gandhi International Stadium, Uppal"
406,2013,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,0,4,RA Jadeja,Eden Gardens
407,2013,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium
408,2013,Delhi,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Delhi Daredevils,0,9,V Sehwag,Feroz Shah Kotla
409,2013,Chandigarh,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,7,DA Miller,"Punjab Cricket Association Stadium, Mohali"
410,2013,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0,5,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
411,2013,Bangalore,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,130,0,CH Gayle,M Chinnaswamy Stadium
412,2013,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab,7,0,DA Miller,Himachal Pradesh Cricket Association Stadium
413,2013,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,0,5,DR Smith,Eden Gardens
414,2013,Chennai,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,0,5,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
415,2013,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,0,6,JH Kallis,Eden Gardens
416,2013,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,0,8,JP Faulkner,Sawai Mansingh Stadium
417,2013,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,58,0,DR Smith,Wankhede Stadium
418,2013,Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,14,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
419,2013,Raipur,Delhi Daredevils,Pune Warriors,Pune Warriors,field,Delhi Daredevils,15,0,DA Warner,Shaheed Veer Narayan Singh International Stadium
420,2013,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,4,SV Samson,Sawai Mansingh Stadium
421,2013,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,4,0,RG Sharma,Wankhede Stadium
422,2013,Pune,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,Chennai Super Kings,37,0,MS Dhoni,Subrata Roy Sahara Stadium
423,2013,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,0,7,I Sharma,"Rajiv Gandhi International Stadium, Uppal"
424,2013,Raipur,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Delhi Daredevils,0,7,DA Warner,Shaheed Veer Narayan Singh International Stadium
425,2013,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,15,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
426,2013,Pune,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,17,0,AB de Villiers,Subrata Roy Sahara Stadium
427,2013,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens
428,2013,Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal"
429,2013,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,7,AC Gilchrist,M Chinnaswamy Stadium
430,2013,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,60,0,MG Johnson,Wankhede Stadium
431,2013,Jaipur,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,0,5,AM Rahane,Sawai Mansingh Stadium
432,2013,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium
433,2013,Jaipur,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,0,9,AM Rahane,Sawai Mansingh Stadium
434,2013,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,65,0,SR Tendulkar,Wankhede Stadium
435,2013,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal"
436,2013,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali"
437,2013,Pune,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium
438,2013,Delhi,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla
439,2013,Pune,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium
440,2013,Chandigarh,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali"
441,2013,Ranchi,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex
442,2013,Jaipur,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium
443,2013,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,5,Harmeet Singh,Feroz Shah Kotla
444,2013,Mumbai,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium
445,2013,Ranchi,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,Pune Warriors,7,0,MK Pandey,JSCA International Stadium Complex
446,2013,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
447,2013,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,14,0,AP Tare,Wankhede Stadium
448,2013,Chandigarh,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali"
449,2013,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal"
450,2013,Dharamsala,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium
451,2013,Pune,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Pune Warriors,38,0,LJ Wright,Subrata Roy Sahara Stadium
452,2013,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,24,0,V Kohli,M Chinnaswamy Stadium
453,2013,Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Sunrisers Hyderabad,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal"
454,2013,Delhi,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla
455,2013,Delhi,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,0,4,BJ Hodge,Feroz Shah Kotla
456,2013,Kolkata,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens
457,2013,Kolkata,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,23,0,KA Pollard,Eden Gardens
458,2014,Abu Dhabi,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium
459,2014,Sharjah,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium
460,2014,Abu Dhabi,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium
461,2014,Abu Dhabi,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium
462,2014,,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium
463,2014,,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Delhi Daredevils,0,4,JP Duminy,Dubai International Cricket Stadium
464,2014,Sharjah,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium
465,2014,Abu Dhabi,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium
466,2014,Sharjah,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium
467,2014,,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium
468,2014,Sharjah,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium
469,2014,,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,4,0,AJ Finch,Dubai International Cricket Stadium
470,2014,,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium
471,2014,Abu Dhabi,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,6,PV Tambe,Sheikh Zayed Stadium
472,2014,Abu Dhabi,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,23,0,Sandeep Sharma,Sheikh Zayed Stadium
473,2014,Sharjah,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium
474,2014,Sharjah,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,0,5,DR Smith,Sharjah Cricket Stadium
475,2014,,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,5,Sandeep Sharma,Dubai International Cricket Stadium
476,2014,Abu Dhabi,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,0,0,JP Faulkner,Sheikh Zayed Stadium
477,2014,,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium
478,2014,Ranchi,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,34,0,RA Jadeja,JSCA International Stadium Complex
479,2014,Mumbai,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium
480,2014,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla
481,2014,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium
482,2014,Ahmedabad,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera"
483,2014,Delhi,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla
484,2014,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium
485,2014,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla
486,2014,Cuttack,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium
487,2014,Ahmedabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera"
488,2014,Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium
489,2014,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,8,DW Steyn,Feroz Shah Kotla
490,2014,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium
491,2014,Cuttack,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium
492,2014,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium
493,2014,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal"
494,2014,Ranchi,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex
495,2014,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium
496,2014,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal"
497,2014,Cuttack,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium
498,2014,Ahmedabad,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera"
499,2014,Ranchi,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex
500,2014,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal"
501,2014,Ahmedabad,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera"
502,2014,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla
503,2014,Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
504,2014,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens
505,2014,Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
506,2014,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens
507,2014,Ranchi,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex
508,2014,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium
509,2014,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
510,2014,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium
511,2014,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens
512,2014,Chandigarh,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali"
513,2014,Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium
514,2014,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens
515,2014,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium
516,2014,Mumbai,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium
